move_number,move_san,fen,main_evaluation,main_evaluation_flipped,isolated,isolated_flipped,opposed,opposed_flipped,rank,rank_flipped,file,file_flipped,phalanx,phalanx_flipped,supported,supported_flipped,backward,backward_flipped,doubled,doubled_flipped,connected,connected_flipped,middle_game_evaluation,middle_game_evaluation_flipped,end_game_evaluation,end_game_evaluation_flipped,scale_factor,scale_factor_flipped,phase,phase_flipped,imbalance,imbalance_flipped,bishop_count,bishop_count_flipped,bishop_pair,bishop_pair_flipped,pinned_direction,pinned_direction_flipped,mobility,mobility_flipped,mobility_area,mobility_area_flipped,mobility_bonus,mobility_bonus_flipped,knight_attack,knight_attack_flipped,bishop_xray_attack,bishop_xray_attack_flipped,rook_xray_attack,rook_xray_attack_flipped,queen_attack,queen_attack_flipped,outpost,outpost_flipped,outpost_square,outpost_square_flipped,reachable_outpost,reachable_outpost_flipped,minor_behind_pawn,minor_behind_pawn_flipped,bishop_pawns,bishop_pawns_flipped,rook_on_file,rook_on_file_flipped,trapped_rook,trapped_rook_flipped,weak_queen,weak_queen_flipped,space_area,space_area_flipped,pawn_attack,pawn_attack_flipped,king_attack,king_attack_flipped,attack,attack_flipped,non_pawn_material,non_pawn_material_flipped,safe_pawn,safe_pawn_flipped,threat_safe_pawn,threat_safe_pawn_flipped,weak_enemies,weak_enemies_flipped,minor_threat,minor_threat_flipped,rook_threat,rook_threat_flipped,hanging,hanging_flipped,king_threat,king_threat_flipped,pawn_push_threat,pawn_push_threat_flipped,candidate_passed,candidate_passed_flipped,king_proximity,king_proximity_flipped,passed_block,passed_block_flipped,passed_file,passed_file_flipped,passed_rank,passed_rank_flipped,pawnless_flank,pawnless_flank_flipped,strength_square,strength_square_flipped,storm_square,storm_square_flipped,shelter_strength,shelter_strength_flipped,shelter_storm,shelter_storm_flipped,king_pawn_distance,king_pawn_distance_flipped,check_attack,check_attack_flipped,safe_check,safe_check_flipped,queen_count,queen_count_flipped,king_attackers_count,king_attackers_count_flipped,king_attackers_weight,king_attackers_weight_flipped,king_attacks,king_attacks_flipped,weak_bonus,weak_bonus_flipped,weak_squares,weak_squares_flipped,winnable,winnable_flipped,unsafe_checks,unsafe_checks_flipped,tempo,tempo_flipped,pawn_count,pawn_count_flipped,connected_bonus,connected_bonus_flipped,mobility_mg,mobility_mg_flipped,mobility_eg,mobility_eg_flipped,piece_value_bonus,piece_value_bonus_flipped,psqt_bonus,psqt_bonus_flipped,piece_value_mg,piece_value_mg_flipped,piece_value_eg,piece_value_eg_flipped,psqt_mg,psqt_mg_flipped,psqt_eg,psqt_eg_flipped,king_protector,king_protector_flipped,knight_count,knight_count_flipped,imbalance_total,imbalance_total_flipped,weak_unopposed_pawn,weak_unopposed_pawn_flipped,rook_count,rook_count_flipped,opposite_bishops,opposite_bishops_flipped,king_distance,king_distance_flipped,long_diagonal_bishop,long_diagonal_bishop_flipped,queen_attack_diagonal,queen_attack_diagonal_flipped,pinned,pinned_flipped,king_ring,king_ring_flipped,slider_on_queen,slider_on_queen_flipped,knight_on_queen,knight_on_queen_flipped,outpost_total,outpost_total_flipped,restricted,restricted_flipped,knight_defender,knight_defender_flipped,endgame_shelter,endgame_shelter_flipped,space,space_flipped,weak_lever,weak_lever_flipped,blockers_for_king,blockers_for_king_flipped,rook_on_queen_file,rook_on_queen_file_flipped,winnable_total_mg,winnable_total_mg_flipped,winnable_total_eg,winnable_total_eg_flipped,flank_attack,flank_attack_flipped,flank_defense,flank_defense_flipped,king_danger,king_danger_flipped,king_mg,king_mg_flipped,king_eg,king_eg_flipped,weak_queen_protection,weak_queen_protection_flipped,threats_mg,threats_mg_flipped,threats_eg,threats_eg_flipped,passed_leverable,passed_leverable_flipped,passed_mg,passed_mg_flipped,passed_eg,passed_eg_flipped,piece_count,piece_count_flipped,bishop_xray_pawns,bishop_xray_pawns_flipped,rook_on_king_ring,rook_on_king_ring_flipped,bishop_on_king_ring,bishop_on_king_ring_flipped,queen_infiltration,queen_infiltration_flipped,pieces_mg,pieces_mg_flipped,pieces_eg,pieces_eg_flipped,blocked,blocked_flipped,pawn_attacks_span,pawn_attacks_span_flipped,doubled_isolated,doubled_isolated_flipped,pawns_mg,pawns_mg_flipped,pawns_eg,pawns_eg_flipped,rule50,rule50_flipped
50,Qb3,r4rk1/6pp/8/1p6/p2PP3/1qP2PQ1/6PP/R2R2K1 w - - 1 26,406,-406,0,0,2,2,288,288,288,288,4,2,3,1,1,1,0,0,5,3,463,-463,288,-288,64,64,70,70,1618,1174,0,0,0,0,0,3,27,29,52,49,136,145,0,0,0,0,18,21,16,15,0,0,6,3,0,0,0,0,0,0,1,1,0,0,0,0,12,8,11,6,5,5,50,47,5090,5090,5,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,1,4,56,38,35,6,0,6,4,0,0,-3098,-2996,2800,2749,137,170,48,64,1,1,1,1,0,0,1,1,1,1,10,44,1,0,1,0,29,25,-5,-5,0,0,28,-28,6,4,179,107,136,145,376,394,5834,5586,392,284,5834,5586,6678,6266,392,284,-39,-8,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,9,9,0,1,9,9,1,0,0,0,0,0,10,8,0,0,5,5,0,0,0,0,1,0,0,0,0,0,-5,5,11,3,13,17,317,0,23,-82,8,-11,0,0,130,125,88,92,2,1,2,97,76,163,10,8,0,0,0,0,0,0,0,1,19,17,7,21,0,0,23,33,0,0,157,85,-29,-18,1,1
51,Rdc1,r4rk1/6pp/8/1p6/p2PP3/1qP2PQ1/6PP/R1R3K1 b - - 2 26,377,-377,0,0,2,2,288,288,288,288,4,2,3,1,1,1,0,0,5,3,509,-509,298,-298,64,64,70,70,1618,1174,0,0,0,0,0,3,25,29,52,49,118,145,0,0,0,0,17,21,16,15,0,0,6,3,0,0,0,0,0,0,1,1,0,0,0,0,12,8,11,6,5,5,49,47,5090,5090,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,56,38,35,6,0,6,4,0,0,-3098,-2996,2800,2749,137,170,48,64,1,1,1,1,0,0,1,1,1,1,10,44,1,0,1,0,29,23,-5,-5,0,0,-28,28,6,4,179,107,118,145,345,394,5834,5586,383,284,5834,5586,6678,6266,383,284,-40,-8,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,9,9,0,1,9,9,1,0,0,0,0,0,12,9,0,0,5,5,0,0,0,0,1,0,0,0,0,0,-5,5,11,3,13,17,299,0,20,-82,7,-11,0,0,144,63,102,63,2,1,2,97,76,163,10,8,0,0,0,0,0,0,0,1,19,17,7,21,0,0,23,33,0,0,157,85,-29,-18,2,2
52,a3,r4rk1/6pp/8/1p6/3PP3/pqP2PQ1/6PP/R1R3K1 w - - 0 27,340,-340,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,464,-464,130,-130,64,64,70,70,1618,1174,0,0,0,0,0,3,25,30,52,49,118,146,0,0,0,0,16,22,16,15,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,12,8,11,6,5,5,48,48,5090,5090,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,96,38,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,1,1,0,0,1,1,1,1,10,44,1,0,1,0,28,23,-5,-5,0,0,28,-28,6,4,179,28,118,146,345,413,5834,5586,383,276,5834,5586,6678,6266,383,276,-40,10,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,9,9,0,1,9,9,1,0,0,0,0,0,11,8,0,0,5,5,0,0,0,0,1,0,0,0,0,0,-5,5,11,3,13,17,298,0,20,-82,7,-11,0,0,137,56,95,56,2,1,2,228,76,333,10,8,0,0,0,0,0,0,0,1,19,17,7,21,0,0,22,33,0,0,157,6,-29,-57,0,0
53,Qf2,r4rk1/6pp/8/1p6/3PP3/pqP2P2/5QPP/R1R3K1 b - - 1 27,198,-198,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,355,-355,78,-78,64,64,70,70,1618,1174,0,0,0,0,0,0,23,30,52,49,117,146,0,0,0,0,16,22,14,15,0,0,6,2,0,0,0,0,0,0,1,1,0,0,1,0,12,8,11,6,5,5,46,48,5090,5090,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,96,38,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,1,1,1,0,1,1,0,1,0,44,0,0,0,0,27,23,-5,-5,0,0,-28,28,6,4,179,28,117,146,320,413,5834,5586,385,276,5834,5586,6678,6266,385,276,-44,10,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,6,9,0,0,9,9,1,0,0,0,0,0,9,3,0,0,5,5,0,0,0,0,0,0,0,1,0,0,-5,5,5,3,13,17,0,0,-49,-82,-11,-11,0,0,123,21,81,21,2,1,2,228,76,333,10,8,0,0,0,0,0,0,0,1,-37,23,-8,32,0,0,22,33,0,0,157,6,-29,-57,1,1
54,Rfc8,r1r3k1/6pp/8/1p6/3PP3/pqP2P2/5QPP/R1R3K1 w - - 2 28,271,-271,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,424,-424,39,-39,64,64,70,70,1618,1174,0,0,0,0,0,0,23,31,52,49,117,146,0,0,0,0,16,22,14,15,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,12,8,11,6,5,5,46,48,5090,5090,6,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,4,96,38,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,27,24,-5,-5,0,0,28,-28,6,4,179,28,117,146,320,418,5834,5586,385,276,5834,5586,6678,6266,385,276,-44,10,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,6,9,0,0,9,9,1,0,0,0,0,0,7,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-5,5,5,0,11,17,0,0,-49,-106,-11,-11,0,0,109,24,67,67,2,1,2,228,76,333,10,8,0,0,0,0,0,0,0,1,19,17,7,21,0,0,22,33,0,0,157,6,-29,-57,2,2
55,Qc2,r1r3k1/6pp/8/1p6/3PP3/pqP2P2/2Q3PP/R1R3K1 b - - 3 28,253,-253,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,453,-453,93,-93,64,64,70,70,1618,1174,0,0,0,0,0,0,22,30,52,49,106,146,0,0,0,0,16,22,13,14,0,0,6,2,0,0,0,0,0,0,1,1,0,0,1,0,12,8,11,6,5,5,45,47,5090,5090,6,4,0,0,1,2,0,0,0,1,1,0,0,0,0,0,2,1,4,96,38,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,27,24,-5,-5,0,0,-28,28,6,4,179,28,106,146,316,397,5834,5586,385,276,5834,5586,6678,6266,385,276,-44,10,0,0,0,0,27,-27,1,1,2,2,0,0,281,281,0,0,5,8,0,0,9,9,1,1,0,0,0,0,7,4,0,0,5,5,0,0,0,0,0,0,1,1,0,0,-5,5,5,0,11,15,668,0,59,-106,30,-11,0,1,178,105,103,92,2,1,2,228,76,333,10,8,0,0,0,0,0,0,0,1,-31,23,3,32,0,0,22,33,0,0,157,6,-29,-57,3,3
56,Qxc2,r1r3k1/6pp/8/1p6/3PP3/p1P2P2/2q3PP/R1R3K1 w - - 0 29,-1750,1750,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,-2260,2260,-2671,2671,37,37,42,42,824,1174,0,0,0,0,0,0,13,32,53,49,53,147,0,0,0,0,16,22,0,14,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,9,8,11,6,5,5,32,47,2552,5090,6,4,0,0,2,3,0,0,6,1,1,0,0,0,0,0,2,1,4,96,56,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,0,4,0,0,0,1,0,1,0,10,0,2,0,2,23,28,-5,-5,0,0,28,-28,6,4,179,28,53,147,224,424,3296,5586,377,276,3296,5586,3996,6266,377,276,-22,4,0,0,0,0,-21,21,1,1,2,2,0,0,281,281,0,0,0,6,0,0,9,9,0,0,0,0,0,0,9,6,0,0,5,5,0,0,0,0,0,0,1,1,0,0,5,-5,4,4,11,14,0,520,-57,-8,-11,21,0,0,193,45,186,88,2,1,20,228,94,333,9,8,0,0,0,0,0,0,0,1,25,23,18,32,0,0,22,33,0,0,157,6,-29,-57,0,0
57,Rxc2,r1r3k1/6pp/8/1p6/3PP3/p1P2P2/2R3PP/R5K1 b - - 0 29,111,-111,0,0,2,2,288,288,288,288,4,2,3,0,1,1,0,0,5,2,355,-355,115,-115,64,64,13,13,824,228,0,0,0,0,0,0,12,19,53,50,42,81,0,0,0,0,16,22,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,13,8,11,6,5,5,32,33,2552,2552,6,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,4,96,56,60,6,0,6,5,0,0,-3260,-2996,2800,1147,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,-5,-5,0,0,-28,28,6,4,179,28,42,81,220,297,3296,3048,383,266,3296,3048,3996,3584,383,266,-13,28,0,0,0,0,37,-37,1,1,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-5,5,4,0,10,15,0,0,-57,-106,-11,-11,0,0,24,24,67,67,2,1,20,228,94,333,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,22,33,0,0,157,6,-29,-57,0,0
58,b4,r1r3k1/6pp/8/8/1p1PP3/p1P2P2/2R3PP/R5K1 w - - 0 30,-172,172,0,0,2,2,288,288,288,288,4,2,3,1,0,0,0,0,5,3,91,-91,-234,234,64,64,13,13,824,228,0,0,0,0,0,0,11,19,54,50,33,81,0,0,0,0,16,22,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,14,8,11,6,5,5,32,33,2552,2552,6,3,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3,2,4,152,56,123,8,1,8,9,0,0,-3188,-3392,2800,1270,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,13,13,0,0,28,-28,6,4,179,145,33,81,202,297,3296,3048,383,289,3296,3048,3996,3584,383,289,-13,35,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,76,72,43,106,3,2,15,342,111,516,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,26,37,0,0,179,145,22,81,0,0
59,Rb1,r1r3k1/6pp/8/8/1p1PP3/p1P2P2/2R3PP/1R4K1 b - - 1 30,-54,54,0,0,2,2,288,288,288,288,4,2,3,1,0,0,0,0,5,3,239,-239,-58,58,64,64,13,13,824,228,0,0,0,0,0,0,12,19,54,50,42,81,0,0,0,0,17,22,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,14,8,11,6,5,5,33,33,2552,2552,6,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,4,152,56,60,8,1,8,9,0,0,-3188,-3392,2800,1270,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,13,13,0,0,-28,28,6,4,179,145,42,81,220,297,3296,3048,394,289,3296,3048,3996,3584,394,289,-17,35,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,79,10,89,53,3,2,15,279,111,453,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,26,37,0,0,179,145,22,81,1,1
60,a2,r1r3k1/6pp/8/8/1p1PP3/2P2P2/p1R3PP/1R4K1 w - - 0 31,-194,194,0,0,2,2,288,288,288,288,4,2,3,0,0,0,0,0,5,2,9,-9,-249,249,64,64,13,13,824,228,0,0,0,0,0,0,14,20,54,50,62,88,0,0,0,0,17,23,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,14,8,11,6,5,5,33,34,2552,2552,6,3,0,1,2,2,0,0,2,1,1,1,0,0,0,0,3,2,4,277,56,85,8,1,8,10,0,0,-3042,-3392,2800,1280,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,13,13,0,0,28,-28,6,4,179,28,62,88,237,303,3296,3048,394,277,3296,3048,3996,3584,394,277,-17,7,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,89,259,142,190,3,2,15,412,111,686,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,25,37,0,0,179,28,22,-6,0,0
61,Ra1,r1r3k1/6pp/8/8/1p1PP3/2P2P2/p1R3PP/R5K1 b - - 1 31,-192,192,0,0,2,2,288,288,288,288,4,2,3,0,0,0,0,0,5,2,189,-189,-207,207,64,64,13,13,824,228,0,0,0,0,0,0,11,19,54,49,33,81,0,0,0,0,15,23,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,14,8,11,6,5,5,31,34,2552,2552,6,3,0,0,2,1,0,0,1,1,1,0,0,0,0,1,3,2,4,277,56,63,8,1,8,10,0,0,-3042,-3392,2800,1280,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,13,13,0,0,-28,28,6,4,179,28,33,81,202,297,3296,3048,383,277,3296,3048,3996,3584,383,277,-13,7,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,86,65,96,99,3,2,15,390,111,664,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,25,37,0,0,179,28,22,-6,1,1
62,b3,r1r3k1/6pp/8/8/3PP3/1pP2P2/p1R3PP/R5K1 w - - 0 32,-643,643,0,0,2,2,288,288,288,288,4,2,3,1,0,0,0,0,5,3,-327,327,-710,710,64,64,13,13,824,228,0,0,0,0,0,0,9,19,53,49,14,81,0,0,0,0,15,23,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,12,8,11,6,5,5,31,34,2552,2552,6,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,3,2,4,317,56,0,8,1,8,11,0,0,-2466,-2996,2800,1976,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,13,13,0,0,28,-28,6,4,179,221,14,81,169,297,3296,3048,383,265,3296,3048,3996,3584,383,265,-13,22,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,2,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,14,266,14,197,3,2,15,433,111,746,9,7,0,0,0,0,0,0,0,0,19,19,7,7,0,0,23,37,0,0,179,221,22,187,0,0
63,Rb2,r1r3k1/6pp/8/8/3PP3/1pP2P2/pR4PP/R5K1 b - - 1 32,-536,536,0,0,2,2,288,288,288,288,4,2,3,1,0,0,0,0,5,3,-76,76,-564,564,64,64,13,13,824,228,0,0,0,0,0,0,8,19,53,48,6,81,0,0,0,0,15,23,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,12,8,11,6,5,5,31,34,2552,2552,5,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,3,2,4,317,56,0,8,1,8,11,0,0,-2466,-2996,2800,1976,137,170,48,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,13,13,0,0,-28,28,6,4,179,221,6,81,140,297,3296,3048,378,265,3296,3048,3996,3584,378,265,-21,22,0,0,0,0,37,-37,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-13,13,4,0,10,15,0,0,-57,-106,-11,-11,0,0,79,86,89,96,3,2,15,433,111,746,9,7,0,0,0,0,0,0,0,0,38,19,14,7,0,0,23,37,0,0,179,221,22,187,1,1
64,Rxc3,r5k1/6pp/8/8/3PP3/1pr2P2/pR4PP/R5K1 w - - 0 33,-675,675,0,0,2,2,288,288,288,288,4,2,2,1,0,0,0,0,5,3,-303,303,-749,749,64,64,13,13,410,150,0,0,0,0,0,0,8,18,54,50,6,81,0,0,0,0,15,23,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,11,8,9,6,5,5,29,34,2552,2552,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,4,317,56,0,6,1,6,11,0,0,-2466,-3392,3184,1976,137,170,48,64,1,1,0,1,0,0,0,0,0,1,0,44,0,0,0,0,17,23,-8,-8,0,1,28,-28,5,4,158,221,6,81,140,292,3172,3048,367,285,3172,3048,3790,3584,367,285,-11,25,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,-8,4,2,10,15,0,0,-57,-90,-11,-11,0,0,31,28,74,28,2,2,20,433,94,746,8,7,0,0,0,0,0,0,0,0,38,48,14,29,0,0,23,31,0,0,158,221,17,187,0,0
65,h3,r5k1/6pp/8/8/3PP3/1pr2P1P/pR4P1/R5K1 b - - 0 33,-712,712,0,0,2,2,288,288,288,288,2,2,3,1,0,0,0,0,4,3,-304,304,-728,728,64,64,13,13,410,150,0,0,0,0,0,0,8,18,54,51,6,81,0,0,0,0,15,23,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,11,8,9,6,5,5,29,34,2552,2552,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,4,317,56,0,6,1,6,11,0,0,-2466,-3146,3194,1976,137,182,43,64,1,1,0,1,0,0,0,0,0,1,0,44,0,0,0,0,16,23,-8,-8,0,1,-28,28,5,4,159,221,6,81,140,292,3172,3048,350,285,3172,3048,3790,3584,350,285,4,25,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,-8,5,2,10,14,0,0,-54,-102,-11,-11,0,0,31,28,74,28,2,2,20,433,94,746,8,7,0,0,0,0,0,0,0,0,38,48,14,29,0,0,23,30,0,0,159,221,23,187,0,0
66,Rac8,2r3k1/6pp/8/8/3PP3/1pr2P1P/pR4P1/R5K1 w - - 1 34,-693,693,0,0,2,2,288,288,288,288,2,2,3,1,0,0,0,0,4,3,-383,383,-769,769,64,64,13,13,410,150,0,0,0,0,0,0,8,19,54,51,6,88,0,0,0,0,15,24,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,0,0,11,8,9,6,5,5,29,35,2552,2552,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,4,317,56,0,6,1,6,11,0,0,-2466,-3146,3194,1976,137,182,43,64,1,1,0,1,0,0,0,0,0,1,0,44,0,0,0,0,16,20,-8,-8,0,1,28,-28,5,4,159,221,6,88,140,298,3172,3048,350,302,3172,3048,3790,3584,350,302,4,24,0,0,0,0,16,-16,0,0,2,2,0,0,281,281,0,0,0,0,0,0,9,9,0,0,0,0,0,0,2,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,-8,5,2,10,14,0,0,-54,-102,-11,-11,0,0,17,21,60,21,2,2,20,433,94,746,8,7,0,0,0,0,0,0,0,0,38,96,14,58,0,0,23,30,0,0,159,221,23,187,1,1
